retained_index,chain_id,iteration,current_hard_seismic_loss,iou,precision,recall,centroid_distance,target_voxel_count,b2_current_binary_sha256_float32,b3_binary_sha256_uint8,index_alignment_verified,binary_hash_alignment_verified
10,0,19,14.140542984008789,0.02435734687400825,0.077859497844281,0.034232827832292596,14.7669038772583,3943,52cf567aae2a82a4d1e67f21b76af31a5516bca14c46587e410ac7331c4667fe,5278422ae47e110e801a658cf426ece26709e8fd4ba73ae66735590519289e40,True,True
11,0,20,14.283395767211914,0.022594810379241517,0.07369791666666667,0.03155664585191793,14.92558479309082,3840,a825c17c726e8c3cdc6ccb4dab81fda8c020860d09efc26d54ab538cd8ddab66,c6118a7efefe1877e41d54782925bc0b485e9e96394bf8c3408463593b1d5a1d,True,True
12,0,21,14.296073913574219,0.022709163346613544,0.07370054305663305,0.03177966101694915,15.853591918945312,3867,0e05bfe81d11d136db67dadab291f8ce203be324a5ea4f85fe47ceb3dd7284d0,5f062f7f780b6898754beffc8adcb9fbd3405bda8f031947d5ba983c1435d46b,True,True
13,0,22,14.31498908996582,0.023555626293172052,0.07601438109912687,0.03300624442462088,15.368467330932617,3894,dc79907baff3a52ebf22e384a17c72f9baf83aeef1579ba39470763bf6caed0b,44da76452828cf9855d078f7d712449a68cd8ee9e11302d6e335c96f4b716d5c,True,True
14,0,23,14.560403823852539,0.026126408010012515,0.08048192771084338,0.03724353256021409,14.058753967285156,4150,738d27dfe33076cc9a31630bf78b4b828d6730500bfefbb0e6e118df5416664a,0bbf28d32feaaa50e5d16cc60265bc2ad075277190e80e22cc5ebc395443bac9,True,True
15,0,24,14.273752212524414,0.024702866464693544,0.07530191806772436,0.035459411239964315,13.025813102722168,4223,1bba5ecc54bc1fc58f42b98a26510061f950689027330263939d2a147956db58,3dc346e6a1b050a6ecd9506c62b63adc00060218b98edf06c9bf57b4bb5c647f,True,True
16,0,25,14.026037216186523,0.02203600248292986,0.0675547098001903,0.03166815343443354,14.120343208312988,4204,a4f7141ac70262f207cbd8ee5f8aaadb55b41070f72ac35df7ebf9075982578d,465a91a3f203d31c30ee61749ee5217ac2f61ab191290311c5b72e031f655a29,True,True
17,0,26,14.393564224243164,0.024816176470588234,0.07343608340888486,0.03612845673505798,13.569238662719727,4412,0b3822047e5c4c061637044bd323362f37d63e7e00cf4fa6c92bdc30bc7c8a0b,53a9e32d678bed0cd4d69c60232691a5b25a70a5fe0610b5b5dad38bb3e52de2,True,True
18,0,27,14.4266939163208,0.02589046342397549,0.07638418079096045,0.037689562890276536,12.778511047363281,4425,3fec475eebfa31024f41ab27264113b02e1debfdc40d03b908d67d37f758bb06,93a914ee66da8743f865b13555ad6f3f57d94d67bff64a83dbfb421fba74867d,True,True
19,0,28,13.844869613647461,0.020868758695316122,0.06367924528301887,0.030107047279214986,13.70108699798584,4240,203198d5c695f9ba821edc553f0ad32e5df1b237b1f5fb6ba53354798e42a58f,facfe9f94879cd1febc9c50c48667d3e1a732f1c6b0b3ba39219343b4b37b32f,True,True
20,0,29,13.970227241516113,0.021127303570051662,0.064093567251462,0.030553077609277432,12.97777271270752,4275,ee14376b7c44b92fde5e73e0eccfd2c60a602f563f872eb7c882143341bf9fa4,1b21ad956cde1d09d45f40f913b0508e0b02b83efb7d0c30d4a9588e899ceb0e,True,True
21,0,30,13.754362106323242,0.020381174640217815,0.06314774644492649,0.029214986619090097,14.744423866271973,4149,c9b4f8f5c270309897ce739ca14a8932e653363ac5377e94e9c03b1bb3a6aa45,490abaf42a7d9aa5085d9e61944180683c733d77eb984a11179f69bb58c8b07c,True,True
22,0,31,13.769381523132324,0.022369446609508962,0.06917329476982405,0.032002676181980376,14.48232650756836,4149,4a72e99a6b59647763dcac30369d894e0ab7be65d5f3fd078a0bc1991b36a985,103d3b8b471eb9851745ac6d201f05297c6e0dffe805269d7229cc6fcfbc0f1f,True,True
23,0,32,14.077672958374023,0.018483158939891546,0.055415617128463476,0.026984834968777877,14.486955642700195,4367,441b924c1976f49ffa7117b8ad7a3a7c2bd0ffc492aa2dfe91f28e3e76041219,8e59246725c588652709c15089326e6e2c0643976992784cef0b5dab6ccc42db,True,True
24,1,9,16.349916458129883,0.030704710551935896,0.08550573514077164,0.04571810883140053,15.76578140258789,4795,5923fbd3e9c385b57ad3368b2a2615434650ab64cf3addec32021e97a0a20c12,9f0ec9d199af8b60a055e7399d4154d829a730d8ed2847530470c85f20756ad6,True,True
25,1,10,15.95677375793457,0.029949958921502727,0.08316051430941518,0.04471454058876004,15.965328216552734,4822,0377012ef7b58c615f0bafc342e3c2f4bc60cc5714311334efbd239bb05d6d24,bf05aed5426bff3d385ab7ccc80285186a59cdee9b6a883ea1ec8276fb5d31d4,True,True
26,1,11,16.342510223388672,0.031018008085262772,0.08341569480134414,0.04705619982158787,15.8145751953125,5059,0f6f809404411ba0a5effb4019c99f036b0bf9db913d6cb6a9a3882148c62f36,6f465e5bc180fcf061a7d5fc1880fb94ff8d34a82a28e1ef49272a74ed230150,True,True
27,1,12,16.558645248413086,0.03519698725376593,0.0912504693954187,0.05419268510258698,15.751814842224121,5326,c38dece32a875804b1ab5cc73591355c49864c874245d461cb47fd2e6f1d0354,2d97a03a5c06f1ea265c73df874abeadbdba048b2e786e8e6624fea054d7d7f4,True,True
28,1,13,16.558645248413086,0.03519698725376593,0.0912504693954187,0.05419268510258698,15.751814842224121,5326,c38dece32a875804b1ab5cc73591355c49864c874245d461cb47fd2e6f1d0354,2d97a03a5c06f1ea265c73df874abeadbdba048b2e786e8e6624fea054d7d7f4,True,True
29,1,14,16.254718780517578,0.031870466700857206,0.08502736512900703,0.04850579839429081,16.223234176635742,5116,35627a1af67c6d96559e7068327cb9c719d0d1b3ae62ca1d2cda673b11d3c0a4,8a6176e0864b665d6b6afd517d2ed492dc3644a1c0f43193ee49651d06a62ae8,True,True
30,1,15,15.670135498046875,0.027269359021859948,0.07517875383043922,0.04103479036574487,17.39615821838379,4895,a5244a6569df9090fcfc82ccc1b1082c5984ecc076f1cc9a24e2ccdfb771a87c,ec5171f2860ac53ee45eff53a0bce4db93f276b4e10f48fac2d089f76c7fb671,True,True
31,1,16,16.020084381103516,0.027464231792364655,0.07176404283298891,0.042595896520963426,17.533565521240234,5323,7d365676b17d3d963b586c73278a4f4b8af8ef75cc03bb561ee60e30a61dfb84,0b8c524ffa3c67b90fa31bc5b625fe76ad8e19f21fd77d6bea4c4be7c0366d3a,True,True
32,1,17,15.867422103881836,0.02754410779423807,0.07652533609100311,0.04125780553077609,17.674779891967773,4835,263b9ed5cb93b24056ae3b43c884ffce06c1042f4f35520be3bed94c0267adb1,c420976afd391ab4de1ae732810d8b60628837946f26f76f4b8b9c5b510fd34f,True,True
33,1,18,16.43642807006836,0.02883609741520992,0.08034970857618651,0.04304192685102587,17.566606521606445,4804,8357d14e7e6dd8cc01f9dc06a45db2507319fcda5e946ab5d7087ae220aabfc3,a6bec9d91aef8f370f3ff56a9543eebe04dba1b94214a8eec8d547189e7ee5af,True,True
34,1,19,15.346219062805176,0.028248152709359604,0.08358005010248235,0.04092328278322926,17.529695510864258,4391,6efa744272f04ec7729051c3353b05a504fd98c65779d65d6078e0a9c495ac7e,58db0f2f02b8cd7f89ee8960f2b20a74756f0056575e0c3ccb88dead1d1edf2f,True,True
35,1,20,15.727323532104492,0.02957767952431773,0.08550022036139268,0.043264942016057094,16.387067794799805,4538,57af2a768b61ccf4a149f50eabb5819c8777236228e6fdfc887779ef68165cf8,caf4ca5eca9bfe1f3bf335bd994d6a5909290dc26f2852aa08b9318681ad275c,True,True
36,1,21,15.690130233764648,0.03192301817626394,0.09198943661971831,0.046610169491525424,16.96192741394043,4544,09b33aeb37a9029fbd1c1d1f1319fc56c3dbbaab393d23453e8807dd3cb63bbd,48510c8863cd2d773e725aab6bd947dae1ed15abce3eb4c413c2b61507b5665c,True,True
37,1,22,15.690130233764648,0.03192301817626394,0.09198943661971831,0.046610169491525424,16.96192741394043,4544,09b33aeb37a9029fbd1c1d1f1319fc56c3dbbaab393d23453e8807dd3cb63bbd,48510c8863cd2d773e725aab6bd947dae1ed15abce3eb4c413c2b61507b5665c,True,True
38,1,23,15.73291301727295,0.03614364981504316,0.10475765021219567,0.05229705619982159,16.65648651123047,4477,39348bd2be91508b32cb0a100553fbd231722345954ade766b964678c6c1d46a,2947680bf1dcfef269647ba261031ccccf60e3c0a0707181044dfe06ec9429c2,True,True
39,1,24,15.023236274719238,0.037179992122883025,0.1124077161228864,0.05263157894736842,17.29824447631836,4199,73274af873e2731b71171fd3682cc6fca961ce306b341384b1513a7b6d678aa1,739f252c655c4d18748e3bcafe48b8742578a109d24e887a5c54c15cc4160cd0,True,True
40,1,25,15.023236274719238,0.037179992122883025,0.1124077161228864,0.05263157894736842,17.29824447631836,4199,73274af873e2731b71171fd3682cc6fca961ce306b341384b1513a7b6d678aa1,739f252c655c4d18748e3bcafe48b8742578a109d24e887a5c54c15cc4160cd0,True,True
41,1,26,15.023236274719238,0.037179992122883025,0.1124077161228864,0.05263157894736842,17.29824447631836,4199,73274af873e2731b71171fd3682cc6fca961ce306b341384b1513a7b6d678aa1,739f252c655c4d18748e3bcafe48b8742578a109d24e887a5c54c15cc4160cd0,True,True
42,1,27,14.699444770812988,0.03675579610630907,0.11769270563890326,0.05073595004460303,16.794160842895508,3866,6a0b116593a551499f8963df547e2930d5b9a3fd67fe62b00a0a9775f33bfe3c,a35ccdde9fffff137560812d9c97f31ec14f497cf74f467a2a7d2e460a3577c9,True,True
43,1,28,14.967733383178711,0.03591182364729459,0.11327433628318584,0.049955396966993755,16.793251037597656,3955,4892e3a23d05708abace4f3457a70cd02132ef8da50a94e00df4ebc24d965901,5cc6a567c03ed32b584d00c5fd415975fd725f821adf745afb5b2e021e3a6eb8,True,True
44,1,29,14.775158882141113,0.035685121672382816,0.11763122476446837,0.048728813559322036,17.468149185180664,3715,fcbdeded8cad5e642ce9cc62a18cb953ac9e2cd54ca26018e7639864837ad684,48171452582b230e782adb65f36572d1c33ad96a4a264274ba3dba6772d5ed54,True,True
45,1,30,14.311973571777344,0.03383458646616541,0.11887290871734664,0.04516057091882248,16.78937530517578,3407,dbb6ba20fa0a10e0eb61f26fd4ae87f3b2c0d4a1c1c077c096fa1fcc691bfa19,9d333137c0a52a20d8625cb126a42359cb749476247274fa55d67d3bf53be588,True,True
46,1,31,14.115923881530762,0.03199329983249581,0.1138938580799046,0.042595896520963426,16.81970977783203,3354,2cec6cdf1f7ab777d58d73d788dabeee2a9334b6d60ec7aa2f57ee1a5339a0ba,65f0c620ae035ee74617a16172a0829b6b268e7947879e8ac7c499f6cf509721,True,True
47,1,32,14.670865058898926,0.03096553966189857,0.10250201775625505,0.04248438893844782,16.30897331237793,3717,d561a4b7267fcbee9064dbf50654c1045b375c8212d3a32a3c939bdc9fbba51c,9a1471780f80622aa288eec3da6ab5751887a126cf837652591014dc1d14ee33,True,True
48,2,9,12.886152267456055,0.023251556206517757,0.11493212669683257,0.028322925958965208,10.827310562133789,2210,e59923725513291fa871e98a93cf68591baf7a2eba8add8be0543e86be6e5b0e,9e43c6adfbfda9d050d3cd440fdcab5c8799d54b708da576dcadc441dc4fae7c,True,True
49,2,10,12.587499618530273,0.02324294410625346,0.11853245531514581,0.028099910793933987,10.97017765045166,2126,1ba21960e3d37d88de468316f6e2aeccf39abcd6636bce5081f71b04d1ff401f,52566b114a9ecd658ae73820f2ffa47a8f7aba64b6754f2219b42d98f1150472,True,True
50,2,11,13.027841567993164,0.022458628841607566,0.10847606499780413,0.02754237288135593,10.851097106933594,2277,226ebcf7a89e44fedcddce8b0d7dc7b26920824b5b6b56b5b6cea58516321299,314ebd34d7a86a168154567aaa9986bbba0e43d1cad0b0574404b77135b39c58,True,True
51,2,12,12.901107788085938,0.020036429872495445,0.0985663082437276,0.024531668153434435,9.918469429016113,2232,27737a5a87e9f6439cf97afc58c555e584c7497c63c93c25f9bab9c8080d143f,a1877bc4d3fb3a885c08b24c1efe241c9df0da70e5d0ae1ad0da3d1b87e9009d,True,True
52,2,13,12.777819633483887,0.01887656922935948,0.09576940957694095,0.02297056199821588,9.676759719848633,2151,78bc24b1a13f1ab7c086ac87f0c68c5e662389efb79d62c14b64d41b4ee74364,95f9e548b235e6a81e76fcc443ce9e05e73883044f563dc04c94cfbe4333da9a,True,True
53,2,14,12.724926948547363,0.020160554643313264,0.0997742663656885,0.024643175735950044,9.931127548217773,2215,41ebbe97ccc7acb0ba16032c3ace23bd01b7be26c4d79d4e7e314dd95a130ef7,7f4b23149a591bbd8333c9ac219aefdc0a00e80f1ba0bf3520de3dcbd68e0818,True,True
54,2,15,13.161550521850586,0.019125437730088894,0.08942065491183879,0.023751115075825155,9.82404899597168,2382,024ff2a1a05e13e919bc112c2cd8781a61581130ba8c61b69d08c885bcedb1ce,e9c85b4a8b3fb4bd3e0d879b673f7ee8510050473f359d457ed0c60a3c230280,True,True
55,2,16,13.16094970703125,0.019656897784131523,0.09001636661211129,0.024531668153434435,11.027158737182617,2444,042c732e26c0063c3656eed9f77a806d7ec99fd2eeddd53c25874c6bd8cf035a,dda148b752269cc4145f7071166e477366433a6d12bc6716ac4e1f198d213c98,True,True
56,2,17,13.442105293273926,0.019312744671596348,0.08075663877773735,0.024754683318465656,12.174274444580078,2749,72f707a87ce105cdb4dc0395ad9e82ac1750dee313faf815105d4ca489fb1b62,8bad40eadb925c4a471114ac3c633d4c66bd50921944be5eeffcbc43d231e315,True,True
57,2,18,13.00579833984375,0.01924782685825794,0.08600871977804202,0.0241971454058876,10.30342960357666,2523,5b4816e8846e9a561125ca748792052c1328a89c00eba97c30c153cc073c92e8,0cbeef9e93dcb806a6efc21c0309ea0bc7acfba128ffa11fab24346f3319186c,True,True
58,2,19,13.420001029968262,0.020935960591133004,0.09021986353297953,0.026538804638715434,10.306981086730957,2638,e2bc98c85704a3b2c627ce0b80858af48fc34b715f4a3879e5023555566ac307,aa748dead673022213ad29148437221bfdd8ec3ca29e67e9a04e2350507eddcf,True,True
59,2,20,14.037778854370117,0.02528305099174257,0.09655396618985695,0.033117752007136486,11.116983413696289,3076,d57b9ce75d65699bb411d3b010c7035426d2aac87245ffcbf8a0a379e7b1befd,a79a3f98d4d4e2c63a9264d8edb3b0b98d1c052ce5939d72214627cddbe40bae,True,True
60,2,21,13.590710639953613,0.026846800034641034,0.10730356524749048,0.03456735057983943,10.49676513671875,2889,697bd1fbfba74c4d29ed9ffd56e39791eb68b06095d45836c1f07bc4e10df36b,e42ffd116d16f0d1897727fe406928af0682b40efd1543d756f9afcf8185faa6,True,True
61,2,22,13.564714431762695,0.02768616559625065,0.11103376261747303,0.03557091882247993,12.291535377502441,2873,e0b06b9b10e0b54450831a62d3f7ab61800d05490821c5c08495cdcf4291a417,64f08a8e584d1d89a3078f792df573a9cfe44c1002d568e8759cebe69f2ced1d,True,True
62,2,23,13.8378267288208,0.027742319802569994,0.10485686715985848,0.03635147190008921,12.190515518188477,3109,161e7c785bad5e5b148342b1dcddd2d4e5ad5333fc869bc9cea2def9fbf9d069,89d7071c2a5fb7193e12327cb75ca92c38f80eb5a293e061731c6a5101481bcd,True,True
63,2,24,13.909375190734863,0.02293656207366985,0.08880818752063387,0.029995539696699377,12.481341361999512,3029,0748cec30f6e61ae00148badc78236658063f8575ba2e1f674780c9b5c88c4f6,2ec9073a1e91809faf9db64b86460c11ed017877a2c7a7c8c5d813e88b46c98e,True,True
64,2,25,14.086934089660645,0.024893797790994054,0.09466882067851373,0.03267172167707404,10.717925071716309,3095,8f1ac5b8c8bbe42bc095a8f12e57eb94ae49bc40eebb4915b9835cfada82d484,a5bb33e027fcc02b57df59902600bf7a433b7ecd876515b7bbfd8ab28dd2480c,True,True
65,2,26,13.89684772491455,0.02446559786239145,0.08876098152075129,0.03267172167707404,13.124319076538086,3301,8ec433c5338b6658ad58b7fe2070019a3fb7e68d2d307ad02643f2c2b0b90ea2,1e10a54dd948ebe2abedcd2fbce404700c5e8ab2b81c3c714172132164595e2c,True,True
66,2,27,14.139452934265137,0.02788453675688936,0.09466962798445308,0.03802408563782337,12.923093795776367,3602,e94e5a2ac7debccb081a03045b8d5796025ea872893cea10be3c0f47630688c4,111e6ac77c176e8c74b92e2bbdcdd3847c5e4b04cb0e20277f117589694a51a1,True,True
67,2,28,13.98222541809082,0.027752539852977615,0.09669064748201439,0.03746654772524532,11.876428604125977,3475,5ea36279427f8f4490cfd188e3d3e2a9f6159ec63dd89ec2c2cfe3988836bbe0,f6c1caae6c93eee08612d279e38dbb54326da1543a11b80fad3a17a612266e0d,True,True
68,2,29,14.00355052947998,0.028569082998111815,0.09772535804549284,0.038804638715432646,12.563562393188477,3561,a670b0796a9cdb1d30ef5a980b3e5ebf5148e185856700dd60bf11030bb18e0c,8a8abed270c46380799862db9266bd4f47d29f8d5e79d45dd195f3271f00dafd,True,True
69,2,30,13.747007369995117,0.02674930680150057,0.09055770292655992,0.036574487065120426,13.349863052368164,3622,a67a6d035e41788fe64c98cfc1f3bc8a3627f0469b6fe74dd2cda54d7f86c048,837f6d875364740b43094fece765a860a75f1336fcb48ed0b24835f959bf4f14,True,True
70,2,31,13.385568618774414,0.02699325168707823,0.09645727895206907,0.03612845673505798,14.84190845489502,3359,ba5a6c72886bc33de7c26c5826de8c0d88fcb428ad74b89bfa51746a51437d37,a1e3b26c3aee977b5a7f4ad4f950fba236acac68c15b5caf4d4a926152b74e2e,True,True
71,2,32,13.385568618774414,0.02699325168707823,0.09645727895206907,0.03612845673505798,14.84190845489502,3359,ba5a6c72886bc33de7c26c5826de8c0d88fcb428ad74b89bfa51746a51437d37,a1e3b26c3aee977b5a7f4ad4f950fba236acac68c15b5caf4d4a926152b74e2e,True,True
72,3,9,15.891439437866211,0.027785734746490976,0.07206537890044576,0.043264942016057094,8.9750337600708,5384,7a90daaf20132599b686adf748e845e3b438ae21e221334949e96def96268a37,a084df8ef7e3b61811b87624be75532c008f221994da8d1270346b6a63a1a5c1,True,True
73,3,10,15.891439437866211,0.027785734746490976,0.07206537890044576,0.043264942016057094,8.9750337600708,5384,7a90daaf20132599b686adf748e845e3b438ae21e221334949e96def96268a37,a084df8ef7e3b61811b87624be75532c008f221994da8d1270346b6a63a1a5c1,True,True
74,3,11,15.891439437866211,0.027785734746490976,0.07206537890044576,0.043264942016057094,8.9750337600708,5384,7a90daaf20132599b686adf748e845e3b438ae21e221334949e96def96268a37,a084df8ef7e3b61811b87624be75532c008f221994da8d1270346b6a63a1a5c1,True,True
75,3,12,16.380327224731445,0.02762788689833801,0.0722483537158984,0.042818911685994644,8.514142990112305,5315,7a5b02500b203e50edb0977ee35b00b2894b3f7d1468f52b7c4cba839effdcf9,902e24d5ea9b1f46cf638a6ed7bd144e598fc8318e856482bcb08840dee7502b,True,True
76,3,13,16.324077606201172,0.026469332574356054,0.06815683400513009,0.041480820695807316,9.187626838684082,5458,fb007ece1dd0c20109a716171a31d6dd2cf338e087386fe8a6867c460a25121a,6cca0d28b9ef00c65e7e760198155ecd4d20dda90e9a672e01d19332027ad197,True,True
77,3,14,15.728045463562012,0.02372034956304619,0.06496379726468222,0.036016949152542374,8.610967636108398,4972,3e86258dbf460fbb55265adc804102a7111a2a40cd2380741fdb2a4231898925,9d80d34eaae1edc2be2195b835c2fbfb9c89f09d6e34517110f5320b71ed82a0,True,True
78,3,15,16.350406646728516,0.028778558875219684,0.07734697894115332,0.043822479928635145,8.22301197052002,5081,d443c63afee3ee6a16620d23df341f453d2c7facdeb6b7e835cc436702e4eb42,a51b3d71bceae858be93489f0d3b063ebe0de5531d33678904f4de5ad70eb9fe,True,True
79,3,16,16.175573348999023,0.0276559363616088,0.07662203913491246,0.041480820695807316,9.00008773803711,4855,c5ac41142d6033b6ba7c9cf6a49e008917bb1c463a2c6947e6fb0bdf5d79da15,f790e569a20a3cc3b65cc044cc1e6d4934b0c58314ed2135d5c809b732204227,True,True
80,3,17,16.526363372802734,0.031231585150265175,0.08426073131955485,0.04727921498661909,8.537809371948242,5032,c190e640413fa34ea076b717bf0cf3a2d429fabb30fa3ed0fa37282f6276ce6c,1f18e64cbe15e358ec1a69e3db2174718d76f7f5daff308a729d299342551421,True,True
81,3,18,17.443523406982422,0.03268115942028985,0.08536816202915011,0.05028991971454059,9.55184268951416,5283,39f43a9b34c206c4d09969020f7a7b48e5a07919637e91587f17a9a555af3da9,81244b3bb7aa886d79399fef794d5042e2acf2a06f326b63f4bb6ef9a87db38e,True,True
82,3,19,17.40741729736328,0.02849703457254448,0.07501904036557502,0.04393398751115076,9.993861198425293,5252,f449834d3adb42642453148ed43dfc80e1ab27085dea9eb6897626d66ed043c0,dfa1e4804b323d6359cad0213b41c46fe1dd85c36389a9d48f9fab410d158444,True,True
83,3,20,17.59895896911621,0.026756580378507724,0.0710708782742681,0.04114629794826048,9.4551420211792,5192,6c761a98f5f2fcb972e8701caf970770ec2eb34f824ead5ffaa981a1cb1cfbf2,f0e52b41f87115867ea1dd654887f73b9543e69be44970b75beb9f4f547730ec,True,True
84,3,21,18.031347274780273,0.025589849597262813,0.06623616236162362,0.04003122212310437,9.593917846679688,5420,24649036dc4a0639dcd1da1bd916d37ac584793f1a02e98634e9e2d30c386d99,be8a975e0e271607ac6284cc4e365adde1e74bb868936735c808bb32f0887b5a,True,True
85,3,22,18.15005874633789,0.024333638089879737,0.06181883151688405,0.03858162355040143,9.496867179870605,5597,dc4b0ec576fb06f5b385110e236c87e3adef2b6a3d5681ce38fc0bac62dd7382,63bfc72381825736aff67a3f268bc2eb45e3be59210d5b2c911873cfafbf552e,True,True
86,3,23,18.521928787231445,0.02530314712273078,0.06378091872791519,0.04025423728813559,8.380314826965332,5660,492ec2bd5b69db381cd30285d0164b4006f5aeb05f9e0c5490c5f3d77f7cd7ab,f095f7b26a35e8d831c008c94cd29a3861de5bd03ecd6bb3b9d39812c16069d4,True,True
87,3,24,18.011106491088867,0.02596076715525414,0.06979023720839052,0.03969669937555754,7.568493366241455,5101,990145807aca4bc872d83ca5f33ab0d9b402c69262a59a2d25363d82edeee755,290817299301e9574f0a07a03a69bd61bb85398deb989f47cb527b083ee1e8cb,True,True
88,3,25,16.9671630859375,0.0229041256790486,0.06282722513089005,0.03479036574487065,7.132182598114014,4966,ae8cb9638b5c82829ccd4a7f977701d9490cbb6949e23f2fe6f4ef6b5fe047a5,4463265ae7fe2116a223afee86663a5287cc7b9af373140e3f47e7695c80140b,True,True
89,3,26,17.133726119995117,0.022398575984573166,0.06269462320946648,0.03367528991971454,7.179676055908203,4817,05184bc49dd38fc30b164c3d7cd9e944915122e8c1485c5db66d416356842ca2,a109edd673b10b62701d7a6d28d1f977727096945002bdbf5f9b2c56cd713246,True,True
90,3,27,16.61549949645996,0.02068913632260006,0.05979560774081322,0.03066458519179304,7.4255852699279785,4599,9d365541c4b70d3a4d7bae07d965c1c5334a036d0be9adf4ec928c1d6a3de46d,7cf6c37a7e53dc8096496586a25319b9ee5fb304f65ae2c8a4b188e04815f89c,True,True
91,3,28,16.316173553466797,0.020839580209895053,0.05978494623655914,0.030999107939339875,6.780130863189697,4650,54db6963842b5ba52bc5bdd5e987dadf50e481ed006deffe42661fc692325f08,5de2394d1b579d96c8b63165fcf3200abe517df7961eb349ceae939e16959458,True,True
92,3,29,15.87286376953125,0.01896836107362423,0.05472636815920398,0.0282114183764496,7.491024017333984,4623,8a427370f2ee784db8a9355900fe77600d508c32a0ea5c746467859fcaa9ee61,1e2999e1aafa1fce2f0bc8f11ecae2114991bac0940926af8e496a605e7b31e7,True,True
93,3,30,16.06068229675293,0.02098164106406894,0.06012454369765944,0.031222123104371096,7.303194522857666,4657,de6e904f4074c92cfa25ccba0a3ca9a1ed1149b033d848ffda3b984226143ccd,458abfff41d45dc79e718989e2d7319a54a6bac823d285bfddc67052afa7083a,True,True
94,3,31,15.366086959838867,0.021623731459797034,0.06724933236222384,0.030887600356824266,7.856005668640137,4119,fd2516c7614122b43b31d99150dbe6ffaf620aa71c220d97f4cc27f952c77497,edc03c056f338a2fd20af91fb29c1bccfc3f29ba169a0aa281d1c801186fce6d,True,True
95,3,32,14.600726127624512,0.020951480781348456,0.06659989984977466,0.029661016949152543,7.63735294342041,3994,dc4b339d1b589f4d4e3c64dfd2ad06c5e050115520465f293820a1e0e1acaa4e,68678629d09304f4d59446735916de5f3d8821a0c428d0aea05dd2a8dc841a54,True,True
