oracle_label,parent_model_id,model_id,proposal_move,object_count,modified_voxels,hard_rmse,delta_rmse_vs_exact_solution,delta_rmse_vs_empty,better_than_empty,objects_json
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0010,translate_center_z_-0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.25, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0011,translate_center_z_+0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.75, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0012,translate_center_z_+1,2,1280,0.008406800217926502,0.008406800217926502,-0.00047902390360832214,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 39.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0013,resize_size_x_-1,2,1120,0.003141616005450487,0.003141616005450487,-0.005744208116084337,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 7.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0014,resize_size_x_-0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 7.75, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0015,resize_size_x_+0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.25, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0016,resize_size_x_+1,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 9.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0017,resize_size_y_-1,2,1120,0.003141616238281131,0.003141616238281131,-0.005744207883253694,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 7.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0018,resize_size_y_-0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 7.75, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0019,resize_size_y_+0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.25, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0020,resize_size_y_+1,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 9.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0021,resize_size_z_-1,2,1152,0.008272016420960426,0.008272016420960426,-0.000613807700574398,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 9.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0022,resize_size_z_-0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 9.75, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0023,resize_size_z_+0.25,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.25, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0024,resize_size_z_+1,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 11.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0025,rotate_-15,2,1280,0.003141616238281131,0.003141616238281131,-0.005744207883253694,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 345.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0026,rotate_-5,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 355.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0027,rotate_+5,2,1280,0.0,0.0,-0.008885824121534824,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 5.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
ORACLE_POSTMORTEM_ONLY,g02_g01_empty_baseline_add_candidate_06_add_candidate_04,g03_g02_g01_empty_baseline_add_candidate_06_add_candidate_04_0028,rotate_+15,2,1280,0.003141616238281131,0.003141616238281131,-0.005744207883253694,True,"[{""center_x"": 41.5, ""center_y"": 41.5, ""center_z"": 38.5, ""material_label"": 9, ""object_id"": ""candidate_06"", ""orientation_deg"": 15.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}, {""center_x"": 9.5, ""center_y"": 41.5, ""center_z"": 20.5, ""material_label"": 9, ""object_id"": ""candidate_04"", ""orientation_deg"": 0.0, ""presence"": true, ""shape"": ""cuboid"", ""size_x"": 8.0, ""size_y"": 8.0, ""size_z"": 10.0, ""source_family"": ""benchmark_domain_cuboid; truth indices unavailable to search""}]"
